FID,REF_ID_COD,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,LITH_M_U_L,LITH_GEN_U,LTH_RK_TYP,LAYERING,CR_GRN_SIZ,GETEC_PROP,GN_LITH_TY,ArcJoinKey,MapUnitPK,DataSource,IDConf,Shape_Leng,Shape_Area
1310,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,39801.15949,23803405.2
1311,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,20997.76469,14025154.48
1312,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,8818.391894,2577819.206
1313,WalkGW1967,Ta,"Andesite flows, breccias, and sedimentary rocks",vlc.EO.jdcl.cl.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mixed lithologies,sv.AND_MFB.Lnd.CGnd.End,sedimentary/volcanic rocks,andesite/mudflow breccia,no data,no data,no data,volcanic,WalkGW1967Ta,12186,306,99,4029.803397,813483.9396
1314,WalkGW1967,Ta,"Andesite flows, breccias, and sedimentary rocks",vlc.EO.jdcl.cl.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mixed lithologies,sv.AND_MFB.Lnd.CGnd.End,sedimentary/volcanic rocks,andesite/mudflow breccia,no data,no data,no data,volcanic,WalkGW1967Ta,12186,306,99,22724.51613,22608753.08
1315,WalkGW1967,QTg,Pediment gravels,sed.TQ.nsr.ter.nd.nd.mix,sediments,Tertiary/Quaternary,Neogene sedimentary rocks,Terrace deposits,No data,no data,mixed grained sediments,sed.GVL.Lnd.Gpeb.End,sediments,gravel,no data,pebble grains,no data,surficial sediments,WalkGW1967QTg,12178,306,99,3259.62741,479394.5987
1316,WalkGW1967,QTg,Pediment gravels,sed.TQ.nsr.ter.nd.nd.mix,sediments,Tertiary/Quaternary,Neogene sedimentary rocks,Terrace deposits,No data,no data,mixed grained sediments,sed.GVL.Lnd.Gpeb.End,sediments,gravel,no data,pebble grains,no data,surficial sediments,WalkGW1967QTg,12178,306,99,2647.233389,479376.5055
1317,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,81208.83692,39850340.15
1318,WalkGW1967,QTg,Pediment gravels,sed.TQ.nsr.ter.nd.nd.mix,sediments,Tertiary/Quaternary,Neogene sedimentary rocks,Terrace deposits,No data,no data,mixed grained sediments,sed.GVL.Lnd.Gpeb.End,sediments,gravel,no data,pebble grains,no data,surficial sediments,WalkGW1967QTg,12178,306,99,4878.513178,1188387.052
1319,WalkGW1967,QTg,Pediment gravels,sed.TQ.nsr.ter.nd.nd.mix,sediments,Tertiary/Quaternary,Neogene sedimentary rocks,Terrace deposits,No data,no data,mixed grained sediments,sed.GVL.Lnd.Gpeb.End,sediments,gravel,no data,pebble grains,no data,surficial sediments,WalkGW1967QTg,12178,306,99,3548.663069,783716.5137
1320,WalkGW1967,QTg,Pediment gravels,sed.TQ.nsr.ter.nd.nd.mix,sediments,Tertiary/Quaternary,Neogene sedimentary rocks,Terrace deposits,No data,no data,mixed grained sediments,sed.GVL.Lnd.Gpeb.End,sediments,gravel,no data,pebble grains,no data,surficial sediments,WalkGW1967QTg,12178,306,99,3244.61042,691365.9444
1321,WalkGW1967,Twt,"Tuffaceous sedimentary rocks, tuffs, and interbedded basalt and andesite flows",vlc.M.hbv.rt.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Rattlesnake Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,WalkGW1967Twt,12198,306,99,38290.53958,40256732.95
1322,WalkGW1967,QTg,Pediment gravels,sed.TQ.nsr.ter.nd.nd.mix,sediments,Tertiary/Quaternary,Neogene sedimentary rocks,Terrace deposits,No data,no data,mixed grained sediments,sed.GVL.Lnd.Gpeb.End,sediments,gravel,no data,pebble grains,no data,surficial sediments,WalkGW1967QTg,12178,306,99,6096.275872,1864779.673
1323,WalkGW1967,Ta,"Andesite flows, breccias, and sedimentary rocks",vlc.EO.jdcl.cl.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mixed lithologies,sv.AND_MFB.Lnd.CGnd.End,sedimentary/volcanic rocks,andesite/mudflow breccia,no data,no data,no data,volcanic,WalkGW1967Ta,12186,306,99,24767.21857,22796475.78
1324,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,2854.606417,584467.0515
1325,WalkGW1967,Twt,"Tuffaceous sedimentary rocks, tuffs, and interbedded basalt and andesite flows",vlc.M.hbv.rt.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Rattlesnake Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,WalkGW1967Twt,12198,306,99,8856.121224,4412609.331
1326,WalkGW1967,Tob,"Tuffaceous sedimentary rocks, tuffs, and interbedded basalt and andesite flows",vol.P.hlp.nd.nd.nd.bas,volcanic rocks,Pliocene,High Lava Plains Volcanic Province,No data,No data,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic,WalkGW1967Tob,12192,306,99,5337.225597,1746156.075
1327,WalkGW1967,Qal,Alluvium and surficial aeolian deposits,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.MIX.Lnd.Gslt_gvl.End,unconsolidated rocks,mixed lithologies,no data,silt to gravel grains,no data,surficial sediments,WalkGW1967Qal,12163,306,99,5874.206614,1341952.219
1328,WalkGW1967,QTg,Pediment gravels,sed.TQ.nsr.ter.nd.nd.mix,sediments,Tertiary/Quaternary,Neogene sedimentary rocks,Terrace deposits,No data,no data,mixed grained sediments,sed.GVL.Lnd.Gpeb.End,sediments,gravel,no data,pebble grains,no data,surficial sediments,WalkGW1967QTg,12178,306,99,13000.50702,5917543.867
1329,WalkGW1967,Qal,Alluvium and surficial aeolian deposits,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.MIX.Lnd.Gslt_gvl.End,unconsolidated rocks,mixed lithologies,no data,silt to gravel grains,no data,surficial sediments,WalkGW1967Qal,12163,306,99,38808.70679,18656409.73
1330,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,10825.30709,4885256.181
1331,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,9177.572636,4706383.55
1332,WalkGW1967,Tva,Volcanic rocks,vol.M.nvr.nd.nd.nd.and,volcanic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,andesite,flw.AND_DAC.Lplt.Cnd.End,lava flows,andesite/dacite,platy,no data,no data,volcanic,WalkGW1967Tva,12196,306,99,3979.232465,1152887.104
1333,WalkGW1967,Ta,"Andesite flows, breccias, and sedimentary rocks",vlc.EO.jdcl.cl.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mixed lithologies,sv.AND_MFB.Lnd.CGnd.End,sedimentary/volcanic rocks,andesite/mudflow breccia,no data,no data,no data,volcanic,WalkGW1967Ta,12186,306,99,54824.76206,69336340.64
1334,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,3865.464414,1116861.155
1335,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,4523.965291,1219421.202
1336,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,4753.367674,1080888.375
1337,WalkGW1967,Ta,"Andesite flows, breccias, and sedimentary rocks",vlc.EO.jdcl.cl.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mixed lithologies,sv.AND_MFB.Lnd.CGnd.End,sedimentary/volcanic rocks,andesite/mudflow breccia,no data,no data,no data,volcanic,WalkGW1967Ta,12186,306,99,25058.11957,35698596.18
1338,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,6392.37619,2632214.14
1339,WalkGW1967,Ta,"Andesite flows, breccias, and sedimentary rocks",vlc.EO.jdcl.cl.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mixed lithologies,sv.AND_MFB.Lnd.CGnd.End,sedimentary/volcanic rocks,andesite/mudflow breccia,no data,no data,no data,volcanic,WalkGW1967Ta,12186,306,99,79212.85312,143509363.8
1340,WalkGW1967,Tts,Tuffaceous sedimentary rocks,srt.M.nsr.nd.nd.nd.tfx,terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,no data,tuffaceous sedimentary rocks,srx.MIX.Lpo_wl.Gnd.End,sedimentary rocks,mixed lithologies,poor/well,no data,no data,sedimentary,WalkGW1967Tts,12195,306,99,4108.028242,846529.0562
1341,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,12953.26224,5862145.467
1342,WalkGW1967,Tts,Tuffaceous sedimentary rocks,srt.M.nsr.nd.nd.nd.tfx,terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,no data,tuffaceous sedimentary rocks,srx.MIX.Lpo_wl.Gnd.End,sedimentary rocks,mixed lithologies,poor/well,no data,no data,sedimentary,WalkGW1967Tts,12195,306,99,78279.7083,61159267.45
1343,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,4490.842665,1379231.579
1344,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,6922.035019,2897445.613
1345,WalkGW1967,Tts,Tuffaceous sedimentary rocks,srt.M.nsr.nd.nd.nd.tfx,terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,no data,tuffaceous sedimentary rocks,srx.MIX.Lpo_wl.Gnd.End,sedimentary rocks,mixed lithologies,poor/well,no data,no data,sedimentary,WalkGW1967Tts,12195,306,99,4718.602745,940014.4814
1346,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,18571.97541,7295940.59
1347,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,1899.927371,254508.6054
1348,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,15432.69366,13154343.05
1349,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,2399.997296,414090.7776
1350,WalkGW1967,Tst,"Tuffaceous sedimentary rocks, tuffs, and interbedded basalt and andesite flows",srt.M.nsr.nd.nd.nd.tfx,terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,no data,tuffaceous sedimentary rocks,sv.MIX.Lnd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,no data,some data crystals/grains,no data,sedimentary,WalkGW1967Tst,12194,306,99,68048.06306,51236571.07
1351,WalkGW1967,Twt,"Tuffaceous sedimentary rocks, tuffs, and interbedded basalt and andesite flows",vlc.M.hbv.rt.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Rattlesnake Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,WalkGW1967Twt,12198,306,99,8900.78054,4152553.398
1352,WalkGW1967,Tst,"Tuffaceous sedimentary rocks, tuffs, and interbedded basalt and andesite flows",srt.M.nsr.nd.nd.nd.tfx,terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,no data,tuffaceous sedimentary rocks,sv.MIX.Lnd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,no data,some data crystals/grains,no data,sedimentary,WalkGW1967Tst,12194,306,99,5870.601505,1976018.745
1353,WalkGW1967,Tob,"Tuffaceous sedimentary rocks, tuffs, and interbedded basalt and andesite flows",vol.P.hlp.nd.nd.nd.bas,volcanic rocks,Pliocene,High Lava Plains Volcanic Province,No data,No data,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic,WalkGW1967Tob,12192,306,99,20859.72061,20473826.09
1354,WalkGW1967,Qb,Sedimentary rocks and basalt flows,vol.MP.hlp.nd.nd.nd.bas,volcanic rocks,Miocene/Pliocene,High Lava Plains Volcanic Province,No data,No data,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic,WalkGW1967Qb,12165,306,99,78382.28698,89849122.48
1355,WalkGW1967,Tst,"Tuffaceous sedimentary rocks, tuffs, and interbedded basalt and andesite flows",srt.M.nsr.nd.nd.nd.tfx,terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,no data,tuffaceous sedimentary rocks,sv.MIX.Lnd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,no data,some data crystals/grains,no data,sedimentary,WalkGW1967Tst,12194,306,99,104352.3091,67805712.95
1356,WalkGW1967,Tcr,Basalt and basaltic andesite of Columbia River Group,vol.M.cr.pg.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Picture Gorge Basalt,No data,no data,basalt,flw.BAS.Lnd.Cf.Emix,lava flows,basalt,no data,fine crystals,mixed,volcanic,WalkGW1967Tcr,12189,306,99,13975.51759,6485937.631
1357,WalkGW1967,QTsv,Pyroclastic rocks of basaltic cinder cones,vp.MP.nvr.nd.nd.nd.rhy,vent and pyroclastic rocks,Miocene/Pliocene,Neogene volcanic rocks,No data,No data,no data,rhyolite,iv.MIX.Lnd.CGnd.End,intrusive/volcanic rocks,mixed lithologies,no data,no data,no data,volcanic,WalkGW1967QTsv,12184,306,99,6787.682294,2739526.511
1358,WalkGW1967,Ta,"Andesite flows, breccias, and sedimentary rocks",vlc.EO.jdcl.cl.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mixed lithologies,sv.AND_MFB.Lnd.CGnd.End,sedimentary/volcanic rocks,andesite/mudflow breccia,no data,no data,no data,volcanic,WalkGW1967Ta,12186,306,99,8143.385223,4248836.758
1359,WalkGW1967,Tst,"Tuffaceous sedimentary rocks, tuffs, and interbedded basalt and andesite flows",srt.M.nsr.nd.nd.nd.tfx,terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,no data,tuffaceous sedimentary rocks,sv.MIX.Lnd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,no data,some data crystals/grains,no data,sedimentary,WalkGW1967Tst,12194,306,99,5561.739602,1732172.635
1360,WalkGW1967,Tob,"Tuffaceous sedimentary rocks, tuffs, and interbedded basalt and andesite flows",vol.P.hlp.nd.nd.nd.bas,volcanic rocks,Pliocene,High Lava Plains Volcanic Province,No data,No data,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic,WalkGW1967Tob,12192,306,99,5533.033062,1652081.954
1361,WalkGW1967,Tst,"Tuffaceous sedimentary rocks, tuffs, and interbedded basalt and andesite flows",srt.M.nsr.nd.nd.nd.tfx,terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,no data,tuffaceous sedimentary rocks,sv.MIX.Lnd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,no data,some data crystals/grains,no data,sedimentary,WalkGW1967Tst,12194,306,99,16903.2301,9121937.615
1362,WalkGW1967,Tst,"Tuffaceous sedimentary rocks, tuffs, and interbedded basalt and andesite flows",srt.M.nsr.nd.nd.nd.tfx,terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,no data,tuffaceous sedimentary rocks,sv.MIX.Lnd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,no data,some data crystals/grains,no data,sedimentary,WalkGW1967Tst,12194,306,99,22910.50636,6363195.574
1363,WalkGW1967,Tjd,John Day Formation,vlc.EO.jdcl.jd.nd.nd.fel,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,felsic composition lithologies,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,WalkGW1967Tjd,12191,306,99,9314.529781,6204226.483
1364,WalkGW1967,Tst,"Tuffaceous sedimentary rocks, tuffs, and interbedded basalt and andesite flows",srt.M.nsr.nd.nd.nd.tfx,terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,no data,tuffaceous sedimentary rocks,sv.MIX.Lnd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,no data,some data crystals/grains,no data,sedimentary,WalkGW1967Tst,12194,306,99,21375.99036,12074987.77
1365,WalkGW1967,Tst,"Tuffaceous sedimentary rocks, tuffs, and interbedded basalt and andesite flows",srt.M.nsr.nd.nd.nd.tfx,terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,no data,tuffaceous sedimentary rocks,sv.MIX.Lnd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,no data,some data crystals/grains,no data,sedimentary,WalkGW1967Tst,12194,306,99,18275.72519,13412690.69
1366,WalkGW1967,Tst,"Tuffaceous sedimentary rocks, tuffs, and interbedded basalt and andesite flows",srt.M.nsr.nd.nd.nd.tfx,terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,no data,tuffaceous sedimentary rocks,sv.MIX.Lnd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,no data,some data crystals/grains,no data,sedimentary,WalkGW1967Tst,12194,306,99,4756.441282,930631.1073
